year,star,lower,upper,higher_is_better,is_MAPD,is_PDP,measure
2018,5,0.43,100.0,1,0,0,C-Health Plan Quality Improvement
2018,1,0.0,70.0,1,0,0,C-Plan Makes Timely Decisions about Appeals
2018,2,70.0,80.0,1,0,0,C-Plan Makes Timely Decisions about Appeals
2018,3,80.0,89.0,1,0,0,C-Plan Makes Timely Decisions about Appeals
2018,4,89.0,98.0,1,0,0,C-Plan Makes Timely Decisions about Appeals
2018,5,98.0,100.0,1,0,0,C-Plan Makes Timely Decisions about Appeals
2018,1,0.0,62.0,1,0,0,C-Reviewing Appeals Decisions
2018,2,62.0,76.0,1,0,0,C-Reviewing Appeals Decisions
2018,3,76.0,86.0,1,0,0,C-Reviewing Appeals Decisions
2018,4,86.0,93.0,1,0,0,C-Reviewing Appeals Decisions
2018,5,93.0,100.0,1,0,0,C-Reviewing Appeals Decisions
2018,1,0.0,53.0,1,0,0,C-Call Center - Foreign Language Interpreter and TTY Availability
2018,2,53.0,63.0,1,0,0,C-Call Center - Foreign Language Interpreter and TTY Availability
2018,3,63.0,81.0,1,0,0,C-Call Center - Foreign Language Interpreter and TTY Availability
2018,4,81.0,94.0,1,0,0,C-Call Center - Foreign Language Interpreter and TTY Availability
2018,5,94.0,100.0,1,0,0,C-Call Center - Foreign Language Interpreter and TTY Availability
2018,1,0.0,77.0,1,0,1,D-Call Center - Foreign Language Interpreter and TTY Availability
2018,1,0.0,54.0,1,1,0,D-Call Center - Foreign Language Interpreter and TTY Availability
2018,2,77.0,87.0,1,0,1,D-Call Center - Foreign Language Interpreter and TTY Availability
2018,2,54.0,69.0,1,1,0,D-Call Center - Foreign Language Interpreter and TTY Availability
2018,3,87.0,93.0,1,0,1,D-Call Center - Foreign Language Interpreter and TTY Availability
2018,3,69.0,83.0,1,1,0,D-Call Center - Foreign Language Interpreter and TTY Availability
2018,4,93.0,99.0,1,0,1,D-Call Center - Foreign Language Interpreter and TTY Availability
2018,4,83.0,95.0,1,1,0,D-Call Center - Foreign Language Interpreter and TTY Availability
2018,5,99.0,100.0,1,0,1,D-Call Center - Foreign Language Interpreter and TTY Availability
2018,5,95.0,100.0,1,1,0,D-Call Center - Foreign Language Interpreter and TTY Availability
2018,1,24.2,100.0,0,0,1,D-Appeals Auto-Forward
2018,1,79.8,100.0,0,1,0,D-Appeals Auto-Forward
2018,2,10.2,24.2,0,0,1,D-Appeals Auto-Forward
2018,2,51.1,79.8,0,1,0,D-Appeals Auto-Forward
2018,3,6.2,10.2,0,0,1,D-Appeals Auto-Forward
2018,3,25.0,51.1,0,1,0,D-Appeals Auto-Forward
2018,4,3.3,6.2,0,0,1,D-Appeals Auto-Forward
2018,4,11.6,25.0,0,1,0,D-Appeals Auto-Forward
2018,5,0.0,3.3,0,0,1,D-Appeals Auto-Forward
2018,5,0.0,11.6,0,1,0,D-Appeals Auto-Forward
2018,1,0.0,61.0,1,0,1,D-Appeals Upheld
2018,1,0.0,56.0,1,1,0,D-Appeals Upheld
2018,2,61.0,71.0,1,0,1,D-Appeals Upheld
2018,2,56.0,71.0,1,1,0,D-Appeals Upheld
2018,3,71.0,81.0,1,0,1,D-Appeals Upheld
2018,3,71.0,79.0,1,1,0,D-Appeals Upheld
2018,4,81.0,92.0,1,0,1,D-Appeals Upheld
2018,4,79.0,89.0,1,1,0,D-Appeals Upheld
2018,5,92.0,100.0,1,0,1,D-Appeals Upheld
2018,5,89.0,100.0,1,1,0,D-Appeals Upheld
2018,1,0.29,100.0,0,0,1,D-Complaints about the Drug Plan
2018,1,0.86,100.0,0,1,0,D-Complaints about the Drug Plan
2018,2,0.17,0.29,0,0,1,D-Complaints about the Drug Plan
2018,2,0.53,0.86,0,1,0,D-Complaints about the Drug Plan
2018,3,0.1,0.17,0,0,1,D-Complaints about the Drug Plan
2018,3,0.31,0.53,0,1,0,D-Complaints about the Drug Plan
2018,4,0.03,0.1,0,0,1,D-Complaints about the Drug Plan
2018,4,0.14,0.31,0,1,0,D-Complaints about the Drug Plan
2018,5,0.0,0.03,0,0,1,D-Complaints about the Drug Plan
2018,5,0.0,0.14,0,1,0,D-Complaints about the Drug Plan
2018,1,15.0,100.0,0,0,1,D-Members Choosing to Leave the Plan
2018,1,28.0,100.0,0,1,0,D-Members Choosing to Leave the Plan
2018,2,11.0,15.0,0,0,1,D-Members Choosing to Leave the Plan
2018,2,18.0,28.0,0,1,0,D-Members Choosing to Leave the Plan
2018,3,7.0,11.0,0,0,1,D-Members Choosing to Leave the Plan
2018,3,13.0,18.0,0,1,0,D-Members Choosing to Leave the Plan
2018,4,2.0,7.0,0,0,1,D-Members Choosing to Leave the Plan
2018,4,8.0,13.0,0,1,0,D-Members Choosing to Leave the Plan
2018,5,0.0,2.0,0,0,1,D-Members Choosing to Leave the Plan
2018,5,0.0,8.0,0,1,0,D-Members Choosing to Leave the Plan
2018,1,0.0,20.0,1,0,1,D-Beneficiary Access and Performance Problems
2018,1,0.0,20.0,1,1,0,D-Beneficiary Access and Performance Problems
2018,2,20.0,40.0,1,0,1,D-Beneficiary Access and Performance Problems
2018,2,20.0,40.0,1,1,0,D-Beneficiary Access and Performance Problems
2018,3,40.0,60.0,1,0,1,D-Beneficiary Access and Performance Problems
2018,3,40.0,60.0,1,1,0,D-Beneficiary Access and Performance Problems
2018,4,60.0,80.0,1,0,1,D-Beneficiary Access and Performance Problems
2018,4,60.0,80.0,1,1,0,D-Beneficiary Access and Performance Problems
2018,5,80.0,100.0,1,0,1,D-Beneficiary Access and Performance Problems
2018,5,80.0,100.0,1,1,0,D-Beneficiary Access and Performance Problems
2018,1,0.0,75.0,1,0,0,C-Improving or Maintaining Mental Health
2018,2,75.0,82.0,1,0,0,C-Improving or Maintaining Mental Health
2018,3,82.0,84.0,1,0,0,C-Improving or Maintaining Mental Health
2018,4,84.0,88.0,1,0,0,C-Improving or Maintaining Mental Health
2018,5,88.0,100.0,1,0,0,C-Improving or Maintaining Mental Health
2018,1,0.0,-0.12,1,0,1,D-Drug Plan Quality Improvement
2018,1,0.0,-0.18,1,1,0,D-Drug Plan Quality Improvement
2018,2,-0.12,0.08,1,0,1,D-Drug Plan Quality Improvement
2018,2,-0.18,0.0,1,1,0,D-Drug Plan Quality Improvement
2018,3,0.08,0.44,1,0,1,D-Drug Plan Quality Improvement
2018,3,0.0,0.44,1,1,0,D-Drug Plan Quality Improvement
2018,4,0.44,0.6,1,0,1,D-Drug Plan Quality Improvement
2018,4,0.44,0.61,1,1,0,D-Drug Plan Quality Improvement
2018,5,0.6,100.0,1,0,1,D-Drug Plan Quality Improvement
2018,5,0.61,100.0,1,1,0,D-Drug Plan Quality Improvement
2018,1,0.0,80.0,1,0,1,D-Rating of Drug Plan
2018,1,0.0,81.0,1,1,0,D-Rating of Drug Plan
2018,2,80.0,81.0,1,0,1,D-Rating of Drug Plan
2018,2,81.0,83.0,1,1,0,D-Rating of Drug Plan
2018,3,81.0,83.0,1,0,1,D-Rating of Drug Plan
2018,3,83.0,85.0,1,1,0,D-Rating of Drug Plan
2018,4,83.0,87.0,1,0,1,D-Rating of Drug Plan
2018,4,85.0,86.0,1,1,0,D-Rating of Drug Plan
2018,5,87.0,100.0,1,0,1,D-Rating of Drug Plan
2018,5,86.0,100.0,1,1,0,D-Rating of Drug Plan
2018,1,0.0,87.0,1,0,1,D-Getting Needed Prescription Drugs
2018,1,0.0,88.0,1,1,0,D-Getting Needed Prescription Drugs
2018,2,87.0,89.0,1,0,1,D-Getting Needed Prescription Drugs
2018,2,88.0,89.0,1,1,0,D-Getting Needed Prescription Drugs
2018,3,89.0,90.0,1,0,1,D-Getting Needed Prescription Drugs
2018,3,89.0,90.0,1,1,0,D-Getting Needed Prescription Drugs
2018,4,90.0,92.0,1,0,1,D-Getting Needed Prescription Drugs
2018,4,90.0,91.0,1,1,0,D-Getting Needed Prescription Drugs
2018,5,92.0,100.0,1,0,1,D-Getting Needed Prescription Drugs
2018,5,91.0,100.0,1,1,0,D-Getting Needed Prescription Drugs
2018,1,0.0,100.0,1,0,1,D-MPF Price Accuracy
2018,1,0.0,100.0,1,1,0,D-MPF Price Accuracy
2018,2,0.0,100.0,1,0,1,D-MPF Price Accuracy
2018,2,0.0,100.0,1,1,0,D-MPF Price Accuracy
2018,3,0.0,100.0,1,0,1,D-MPF Price Accuracy
2018,3,89.0,95.0,1,1,0,D-MPF Price Accuracy
2018,4,97.0,99.0,1,0,1,D-MPF Price Accuracy
2018,4,95.0,99.0,1,1,0,D-MPF Price Accuracy
2018,5,99.0,100.0,1,0,1,D-MPF Price Accuracy
2018,5,99.0,100.0,1,1,0,D-MPF Price Accuracy
2018,1,0.0,76.0,1,0,1,D-Medication Adherence for Diabetes Medications
2018,1,0.0,72.0,1,1,0,D-Medication Adherence for Diabetes Medications
2018,2,76.0,80.0,1,0,1,D-Medication Adherence for Diabetes Medications
2018,2,72.0,78.0,1,1,0,D-Medication Adherence for Diabetes Medications
2018,3,80.0,84.0,1,0,1,D-Medication Adherence for Diabetes Medications
2018,3,78.0,81.0,1,1,0,D-Medication Adherence for Diabetes Medications
2018,4,84.0,86.0,1,0,1,D-Medication Adherence for Diabetes Medications
2018,4,81.0,86.0,1,1,0,D-Medication Adherence for Diabetes Medications
2018,5,86.0,100.0,1,0,1,D-Medication Adherence for Diabetes Medications
2018,5,86.0,100.0,1,1,0,D-Medication Adherence for Diabetes Medications
2018,1,0.0,78.0,1,0,1,D-Medication Adherence for Hypertension (RAS antagonists)
2018,1,0.0,74.0,1,1,0,D-Medication Adherence for Hypertension (RAS antagonists)
2018,2,78.0,83.0,1,0,1,D-Medication Adherence for Hypertension (RAS antagonists)
2018,2,74.0,78.0,1,1,0,D-Medication Adherence for Hypertension (RAS antagonists)
2018,3,83.0,86.0,1,0,1,D-Medication Adherence for Hypertension (RAS antagonists)
2018,3,78.0,82.0,1,1,0,D-Medication Adherence for Hypertension (RAS antagonists)
2018,4,86.0,89.0,1,0,1,D-Medication Adherence for Hypertension (RAS antagonists)
2018,4,82.0,85.0,1,1,0,D-Medication Adherence for Hypertension (RAS antagonists)
2018,5,89.0,100.0,1,0,1,D-Medication Adherence for Hypertension (RAS antagonists)
2018,5,85.0,100.0,1,1,0,D-Medication Adherence for Hypertension (RAS antagonists)
2018,1,0.0,73.0,1,0,1,D-Medication Adherence for Cholesterol (Statins)
2018,1,0.0,66.0,1,1,0,D-Medication Adherence for Cholesterol (Statins)
2018,2,73.0,79.0,1,0,1,D-Medication Adherence for Cholesterol (Statins)
2018,2,66.0,76.0,1,1,0,D-Medication Adherence for Cholesterol (Statins)
2018,3,79.0,82.0,1,0,1,D-Medication Adherence for Cholesterol (Statins)
2018,3,76.0,80.0,1,1,0,D-Medication Adherence for Cholesterol (Statins)
2018,4,82.0,86.0,1,0,1,D-Medication Adherence for Cholesterol (Statins)
2018,4,80.0,85.0,1,1,0,D-Medication Adherence for Cholesterol (Statins)
2018,5,86.0,100.0,1,0,1,D-Medication Adherence for Cholesterol (Statins)
2018,5,85.0,100.0,1,1,0,D-Medication Adherence for Cholesterol (Statins)
2018,1,0.0,17.0,1,0,1,D-MTM Program Completion Rate for CMR
2018,1,0.0,33.0,1,1,0,D-MTM Program Completion Rate for CMR
2018,2,17.0,31.0,1,0,1,D-MTM Program Completion Rate for CMR
2018,2,33.0,51.0,1,1,0,D-MTM Program Completion Rate for CMR
2018,3,31.0,39.0,1,0,1,D-MTM Program Completion Rate for CMR
2018,3,51.0,59.0,1,1,0,D-MTM Program Completion Rate for CMR
2018,4,39.0,53.0,1,0,1,D-MTM Program Completion Rate for CMR
2018,4,59.0,75.0,1,1,0,D-MTM Program Completion Rate for CMR
2018,5,53.0,100.0,1,0,1,D-MTM Program Completion Rate for CMR
2018,5,75.0,100.0,1,1,0,D-MTM Program Completion Rate for CMR
2018,1,0.0,46.0,1,0,0,C-Monitoring Physical Activity
2018,2,46.0,50.0,1,0,0,C-Monitoring Physical Activity
2018,3,50.0,53.0,1,0,0,C-Monitoring Physical Activity
2018,4,53.0,58.0,1,0,0,C-Monitoring Physical Activity
2018,5,58.0,100.0,1,0,0,C-Monitoring Physical Activity
2018,1,0.0,72.0,1,0,0,C-Adult BMI Assessment
2018,2,72.0,81.0,1,0,0,C-Adult BMI Assessment
2018,3,81.0,94.0,1,0,0,C-Adult BMI Assessment
2018,4,94.0,98.0,1,0,0,C-Adult BMI Assessment
2018,5,98.0,100.0,1,0,0,C-Adult BMI Assessment
2018,1,0.0,35.0,1,0,0,C-Special Needs Plan (SNP) Care Management
2018,2,35.0,54.0,1,0,0,C-Special Needs Plan (SNP) Care Management
2018,3,54.0,71.0,1,0,0,C-Special Needs Plan (SNP) Care Management
2018,4,71.0,92.0,1,0,0,C-Special Needs Plan (SNP) Care Management
2018,5,92.0,100.0,1,0,0,C-Special Needs Plan (SNP) Care Management
2018,1,0.0,59.0,1,0,0,C-Care for Older Adults - Medication Review
2018,2,59.0,79.0,1,0,0,C-Care for Older Adults - Medication Review
2018,3,79.0,88.0,1,0,0,C-Care for Older Adults - Medication Review
2018,4,88.0,93.0,1,0,0,C-Care for Older Adults - Medication Review
2018,5,93.0,100.0,1,0,0,C-Care for Older Adults - Medication Review
2018,1,0.0,46.0,1,0,0,C-Care for Older Adults - Functional Status Assessment
2018,2,46.0,67.0,1,0,0,C-Care for Older Adults - Functional Status Assessment
2018,3,67.0,78.0,1,0,0,C-Care for Older Adults - Functional Status Assessment
2018,4,78.0,92.0,1,0,0,C-Care for Older Adults - Functional Status Assessment
2018,5,92.0,100.0,1,0,0,C-Care for Older Adults - Functional Status Assessment
2019,1,0.0,47.0,1,0,0,C-Breast Cancer Screening
2019,2,47.0,68.0,1,0,0,C-Breast Cancer Screening
2019,3,68.0,76.0,1,0,0,C-Breast Cancer Screening
2019,4,76.0,82.0,1,0,0,C-Breast Cancer Screening
2019,5,82.0,100.0,1,0,0,C-Breast Cancer Screening
2019,1,0.0,55.0,1,0,0,C-Colorectal Cancer Screening
2019,2,55.0,63.0,1,0,0,C-Colorectal Cancer Screening
2019,3,63.0,72.0,1,0,0,C-Colorectal Cancer Screening
2019,4,72.0,79.0,1,0,0,C-Colorectal Cancer Screening
2019,5,79.0,100.0,1,0,0,C-Colorectal Cancer Screening
2019,1,0.0,41.0,1,0,0,C-Care for Older Adults - Pain Assessment
2019,2,41.0,73.0,1,0,0,C-Care for Older Adults - Pain Assessment
2019,3,73.0,89.0,1,0,0,C-Care for Older Adults - Pain Assessment
2019,4,89.0,97.0,1,0,0,C-Care for Older Adults - Pain Assessment
2019,5,97.0,100.0,1,0,0,C-Care for Older Adults - Pain Assessment
2019,1,0.0,29.0,1,0,0,C-Osteoporosis Management in Women who had a Fracture
2019,2,29.0,45.0,1,0,0,C-Osteoporosis Management in Women who had a Fracture
2019,3,45.0,57.0,1,0,0,C-Osteoporosis Management in Women who had a Fracture
2019,4,57.0,78.0,1,0,0,C-Osteoporosis Management in Women who had a Fracture
2019,5,78.0,100.0,1,0,0,C-Osteoporosis Management in Women who had a Fracture
2019,1,0.0,56.0,1,0,0,C-Diabetes Care - Eye Exam
2019,2,56.0,64.0,1,0,0,C-Diabetes Care - Eye Exam
2019,3,64.0,73.0,1,0,0,C-Diabetes Care - Eye Exam
2019,4,73.0,80.0,1,0,0,C-Diabetes Care - Eye Exam
2019,5,80.0,100.0,1,0,0,C-Diabetes Care - Eye Exam
2019,1,0.0,39.0,1,0,0,C-Diabetes Care - Blood Sugar Controlled
2019,2,39.0,68.0,1,0,0,C-Diabetes Care - Blood Sugar Controlled
2019,3,68.0,78.0,1,0,0,C-Diabetes Care - Blood Sugar Controlled
2019,4,78.0,87.0,1,0,0,C-Diabetes Care - Blood Sugar Controlled
2019,5,87.0,100.0,1,0,0,C-Diabetes Care - Blood Sugar Controlled
2019,1,0.0,51.0,1,0,0,C-Controlling Blood Pressure
2019,2,51.0,62.0,1,0,0,C-Controlling Blood Pressure
2019,3,62.0,75.0,1,0,0,C-Controlling Blood Pressure
2019,4,75.0,82.0,1,0,0,C-Controlling Blood Pressure
2019,5,82.0,100.0,1,0,0,C-Controlling Blood Pressure
2019,1,0.0,69.0,1,0,0,C-Rheumatoid Arthritis Management
2019,2,69.0,76.0,1,0,0,C-Rheumatoid Arthritis Management
2019,3,76.0,83.0,1,0,0,C-Rheumatoid Arthritis Management
2019,4,83.0,89.0,1,0,0,C-Rheumatoid Arthritis Management
2019,5,89.0,100.0,1,0,0,C-Rheumatoid Arthritis Management
2019,1,0.0,48.0,1,0,0,C-Reducing the Risk of Falling
2019,2,48.0,54.0,1,0,0,C-Reducing the Risk of Falling
2019,3,54.0,61.0,1,0,0,C-Reducing the Risk of Falling
2019,4,61.0,70.0,1,0,0,C-Reducing the Risk of Falling
2019,5,70.0,100.0,1,0,0,C-Reducing the Risk of Falling
2019,1,0.0,38.0,1,0,0,C-Improving Bladder Control
2019,2,38.0,42.0,1,0,0,C-Improving Bladder Control
2019,3,42.0,48.0,1,0,0,C-Improving Bladder Control
2019,4,48.0,53.0,1,0,0,C-Improving Bladder Control
2019,5,53.0,100.0,1,0,0,C-Improving Bladder Control
2019,1,0.0,37.0,1,0,0,C-Medication Reconciliation Post-Discharge
2019,2,37.0,54.0,1,0,0,C-Medication Reconciliation Post-Discharge
2019,3,54.0,66.0,1,0,0,C-Medication Reconciliation Post-Discharge
2019,4,66.0,79.0,1,0,0,C-Medication Reconciliation Post-Discharge
2019,5,79.0,100.0,1,0,0,C-Medication Reconciliation Post-Discharge
2019,1,0.0,66.0,1,0,0,C-Annual Flu Vaccine
2019,2,66.0,70.0,1,0,0,C-Annual Flu Vaccine
2019,3,70.0,75.0,1,0,0,C-Annual Flu Vaccine
2019,4,75.0,78.0,1,0,0,C-Annual Flu Vaccine
2019,5,78.0,100.0,1,0,0,C-Annual Flu Vaccine
2019,1,12.0,100.0,0,0,0,C-Plan All-Cause Readmissions
2019,2,10.0,12.0,0,0,0,C-Plan All-Cause Readmissions
2019,3,8.0,10.0,0,0,0,C-Plan All-Cause Readmissions
2019,4,5.0,8.0,0,0,0,C-Plan All-Cause Readmissions
2019,5,0.0,5.0,0,0,0,C-Plan All-Cause Readmissions
2019,1,0.0,80.0,1,0,0,C-Getting Needed Care
2019,2,80.0,82.0,1,0,0,C-Getting Needed Care
2019,3,82.0,84.0,1,0,0,C-Getting Needed Care
2019,4,84.0,85.0,1,0,0,C-Getting Needed Care
2019,5,85.0,100.0,1,0,0,C-Getting Needed Care
2019,1,0.0,74.0,1,0,0,C-Getting Appointments and Care Quickly
2019,2,74.0,77.0,1,0,0,C-Getting Appointments and Care Quickly
2019,3,77.0,79.0,1,0,0,C-Getting Appointments and Care Quickly
2019,4,79.0,81.0,1,0,0,C-Getting Appointments and Care Quickly
2019,5,81.0,100.0,1,0,0,C-Getting Appointments and Care Quickly
2019,1,0.0,88.0,1,0,0,C-Customer Service
2019,2,88.0,89.0,1,0,0,C-Customer Service
2019,3,89.0,91.0,1,0,0,C-Customer Service
2019,4,91.0,92.0,1,0,0,C-Customer Service
2019,5,92.0,100.0,1,0,0,C-Customer Service
2019,1,0.0,84.0,1,0,0,C-Rating of Health Care Quality
